url;seitentyp;sprache;http_status;indexable;title;title_len;meta_description;desc_len;h1;canonical;canonical_self;robots;hreflang;structured_data;links_intern_eingehend;links_intern_ausgehend;bilder;bilder_ohne_alt;lcp_kandidat;rendering;woerter;search_intent;primaeres_thema;konflikt_kandidat;befunde
https://lexware-einzug.de/datenschutz;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Datenschutzerklärung | lexware-einzug.de;40;Datenschutzerklärung von lexware-einzug.de: Verantwortlicher, Hosting, Kundenkonto, Zahlungsabwicklung über Stripe, Lexware-Office-Daten und Betroffenenrechte.;159;['Datenschutzerklärung'];https://lexware-einzug.de/datenschutz;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;25;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1062;mixed;['Datenschutzerklärung'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/faq;produktseite;de;unknown (statische Datei vorhanden);yes;Häufige Fragen zu SmartEinzug;29;Antworten auf elf häufige Fragen zu Lexware Office, Stripe, SEPA-Einzug, Datenspeicherung und Rücklastschriften bei SmartEinzug.;128;['Häufige Fragen zu SmartEinzug'];https://lexware-einzug.de/faq;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;12;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;374;mixed;['Häufige Fragen zu SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/funktionen;produktseite;de;unknown (statische Datei vorhanden);yes;SmartEinzug: Funktionen für Lexware Office;42;Alle SmartEinzug: Funktionen für Lexware Office im Überblick: Lexware-Office-Anbindung, Stripe, SEPA-Mandate, Einzugsarten, Statusabgleich, Team und Sicherheit.;160;['SmartEinzug: Funktionen für Lexware Office'];https://lexware-einzug.de/funktionen;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;12;11;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;284;mixed;['SmartEinzug: Funktionen für Lexware Office'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/impressum;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Impressum | lexware-einzug.de;29;"Impressum von lexware-einzug.de, einem Service der DETM Management Consulting FZCO, mit Angaben zum Anbieter der Software SmartEinzug.>
<link rel=";147;['Impressum'];https://lexware-einzug.de/impressum;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;13;11;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;195;mixed;['Impressum'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://lexware-einzug.de/lexware-office-lastschrifteinzug;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Lastschrifteinzug für Lexware-Office-Rechnungen organisieren;60;So organisieren Sie den wiederkehrenden Lastschrifteinzug für Ihre Lexware-Office-Rechnungen: Hintergrundsynchronisation, Auswahl, Terminierung, Statusrückmeldung.;163;['Lastschrifteinzug für Lexware-Office-Rechnungen organisieren'];https://lexware-einzug.de/lexware-office-lastschrifteinzug;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;2;14;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;336;mixed;['Lastschrifteinzug für Lexware-Office-Rechnungen organisieren'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/lexware-office-sepa-mandat;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;SEPA-Mandat für Lexware-Office-Kunden verwalten;47;Wie SmartEinzug SEPA-Mandatsreferenzen zu Ihren Lexware-Office-Kunden verwaltet und warum Sie weiterhin selbst für gültige Mandate verantwortlich sind.;151;['SEPA-Mandate für Ihre Lexware-Office-Kunden verwalten'];https://lexware-einzug.de/lexware-office-sepa-mandat;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;4;13;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;299;mixed;['SEPA-Mandate für Ihre Lexware-Office-Kunden verwalten'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/lexware-office-stripe;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Lexware Office mit Stripe verbinden;35;Wie Lexware Office und Stripe über SmartEinzug zusammenarbeiten: eigenes Stripe-Konto, Datenfluss, Zahlungsverarbeitung und Rückmeldung des Einzugsstatus.;154;['Lexware Office und Stripe miteinander verbinden'];https://lexware-einzug.de/lexware-office-stripe;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;3;14;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;291;mixed;['Lexware Office und Stripe miteinander verbinden'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/lexware-sepa-einzug;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Lexware SEPA Einzug: Lastschriften aus Lexware Office einziehen;63;Lexware SEPA Einzug: Rechnungen aus Lexware Office per SEPA-Lastschrift einziehen. Voraussetzungen, Ablauf mit Stripe und die Grenzen von Lexware Office.;153;['Lexware SEPA Einzug: Rechnungen aus Lexware Office per Lastschrift einziehen'];https://lexware-einzug.de/lexware-sepa-einzug;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;2;16;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;570;mixed;['Lexware SEPA Einzug: Rechnungen aus Lexware Office per Lastschrift einziehen'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/lp/sepa-lastschrift/;kampagnenseite;de;unknown (statische Datei vorhanden);no;Lexware-Office-Rechnungen per SEPA-Lastschrift einziehen;56;SmartEinzug verbindet Lexware Office und Ihr eigenes Stripe-Konto: Rechnungen synchronisieren, SEPA-Mandate zuordnen und per Lastschrift einziehen.;147;['Lexware-Office-Rechnungen per SEPA-Lastschrift einziehen.'];https://lexware-einzug.de/lp/sepa-lastschrift;no;noindex,follow;(keine, einsprachig de);Organization|SoftwareApplication;0;3;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;598;mixed;['Lexware-Office-Rechnungen per SEPA-Lastschrift einziehen.'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/offene-rechnungen-per-lastschrift-einziehen;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Offene Rechnungen aus Lexware Office für den Einzug nutzen;58;Wie offene Rechnungen aus Lexware Office erkannt, synchronisiert und für den SEPA-Einzug über Stripe bereitgestellt werden, mit Vorabankündigung und Terminierung.;162;['Offene Rechnungen aus Lexware Office für den SEPA-Einzug nutzen'];https://lexware-einzug.de/offene-rechnungen-per-lastschrift-einziehen;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;3;14;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;298;mixed;['Offene Rechnungen aus Lexware Office für den SEPA-Einzug nutzen'];siehe docs/seo/keyword-map.json;keine
https://lexware-einzug.de/preise;produktseite;de;unknown (statische Datei vorhanden);yes;Preise für SmartEinzug;22;Tarif und Leistungen von SmartEinzug: UNLIMITED START mit unbegrenzten Einzügen und Mitarbeitern, Abrechnung je vier Wochen, kündbar zum Periodenende.;150;['Preise für SmartEinzug'];https://lexware-einzug.de/preise;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;12;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;387;mixed;['Preise für SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://sevdesk-einzug.de/;startseite;de;unknown (statische Datei vorhanden);yes;sevdesk Lastschrift: Vormerkung für den SEPA-Einzug;51;sevdesk-Rechnungen künftig per SEPA-Lastschrift über das eigene Stripe-Konto einziehen: was vorab zu klären ist, was SmartEinzug plant, unverbindlich vormerken.;160;['sevdesk-Rechnungen per Lastschrift einziehen: Jetzt vormerken, bevor die Anbindung startet.'];https://sevdesk-einzug.de/;yes;(keine);(keine, einsprachig de);Organization|WebSite;20;6;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;922;commercial investigation;['sevdesk-Rechnungen per Lastschrift einziehen: Jetzt vormerken, bevor die Anbindung startet.'];siehe docs/seo/keyword-map.json;keine
https://sevdesk-einzug.de/404;fehlerseite;de;unknown (statische Datei vorhanden);no;Seite nicht gefunden | sevdesk-einzug.de;40;Die aufgerufene Seite existiert nicht.;38;['Diese Seite gibt es nicht'];;no;noindex, follow;(keine, einsprachig de);Organization|WebSite;0;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;28;mixed;['Diese Seite gibt es nicht'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://sevdesk-einzug.de/datenschutz;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Datenschutzerklärung | sevdesk-einzug.de;40;Datenschutzerklärung von sevdesk-einzug.de: Verantwortliche, Hosting, Vormerkung für die sevdesk-Anbindung, cookielose Reichweitenmessung und Betroffenenrechte.;160;['Datenschutzerklärung'];https://sevdesk-einzug.de/datenschutz;yes;(keine);(keine, einsprachig de);Organization|WebSite;7;9;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;495;mixed;['Datenschutzerklärung'];siehe docs/seo/keyword-map.json;keine
https://sevdesk-einzug.de/impressum;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Impressum | sevdesk-einzug.de;29;Impressum von sevdesk-einzug.de, einem Service der DETM Management Consulting FZCO, mit Angaben zum Anbieter der Software SmartEinzug.;134;['Impressum'];https://sevdesk-einzug.de/impressum;yes;(keine);(keine, einsprachig de);Organization|WebSite;3;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;203;mixed;['Impressum'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://sevdesk-sepa.de/;startseite;de;unknown (statische Datei vorhanden);yes;SEPA-Lastschrift mit sevdesk: Mandat und Vorabankündigung;57;SEPA-Lastschrift für Unternehmen mit sevdesk: Mandat, Gläubiger-ID, Vorabankündigung, Rücklastschrift und eine Checkliste für den Start als Zahlungsempfänger.;158;['SEPA-Lastschrift mit sevdesk: Was Sie als Zahlungsempfänger vorbereiten müssen.'];https://sevdesk-sepa.de/;yes;(keine);(keine, einsprachig de);Organization|WebSite;15;7;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1089;commercial investigation;['SEPA-Lastschrift mit sevdesk: Was Sie als Zahlungsempfänger vorbereiten müssen.'];siehe docs/seo/keyword-map.json;keine
https://sevdesk-sepa.de/404;fehlerseite;de;unknown (statische Datei vorhanden);no;Seite nicht gefunden | sevdesk-sepa.de;38;Die aufgerufene Seite existiert nicht.;38;['Diese Seite gibt es nicht'];;no;noindex, follow;(keine, einsprachig de);Organization|WebSite;0;11;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;28;mixed;['Diese Seite gibt es nicht'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://sevdesk-sepa.de/datenschutz;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Datenschutzerklärung | sevdesk-sepa.de;38;Datenschutzerklärung von sevdesk-sepa.de: Verantwortliche, Hosting, Vormerkung für die sevdesk-Anbindung, cookielose Reichweitenmessung und Betroffenenrechte.;158;['Datenschutzerklärung'];https://sevdesk-sepa.de/datenschutz;yes;(keine);(keine, einsprachig de);Organization|WebSite;6;10;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;499;mixed;['Datenschutzerklärung'];siehe docs/seo/keyword-map.json;keine
https://sevdesk-sepa.de/impressum;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Impressum | sevdesk-sepa.de;27;Impressum von sevdesk-sepa.de, einem Service der DETM Management Consulting FZCO, mit Angaben zum Anbieter der Software SmartEinzug.;132;['Impressum'];https://sevdesk-sepa.de/impressum;yes;(keine);(keine, einsprachig de);Organization|WebSite;3;11;0;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;193;mixed;['Impressum'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://smart-einzug.de/;startseite;de;unknown (statische Datei vorhanden);yes;SmartEinzug: SEPA-Lastschrift für Lexware Office;48;SmartEinzug verbindet Lexware Office, ehemals lexoffice, mit Ihrem eigenen Stripe-Konto und zieht offene Rechnungen per SEPA-Lastschrift ein.;141;['Lexware-Office-Rechnungen einfach per SEPA-Lastschrift einziehen.'];https://smart-einzug.de/;yes;(keine);(keine, einsprachig de);Organization|PostalAddress|SoftwareApplication|WebSite;40;14;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;923;commercial investigation;['Lexware-Office-Rechnungen einfach per SEPA-Lastschrift einziehen.'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/404;fehlerseite;de;unknown (statische Datei vorhanden);no;Seite nicht gefunden | smart-einzug.de;38;;0;['Diese Seite gibt es nicht'];;no;noindex, follow;(keine, einsprachig de);;0;14;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;64;mixed;['Diese Seite gibt es nicht'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://smart-einzug.de/agb/;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Allgemeine Geschäftsbedingungen | SmartEinzug;45;AGB von SmartEinzug: Vertragsgegenstand, Leistungsumfang, Preise und Abrechnung, Laufzeit und Kündigung sowie das Verhältnis zu Stripe und Lexware Office.;154;['Allgemeine Geschäftsbedingungen'];https://smart-einzug.de/agb/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;32;13;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;593;mixed;['Allgemeine Geschäftsbedingungen'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/anleitungen/;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Anleitungen: Einrichtung und erster Einzug;42;Drei Anleitungen für SmartEinzug: Lexware Office verbinden, Stripe-Konto mit Webhook einrichten und den ersten SEPA-Einzug bis zur Statuskontrolle durchführen.;159;['Anleitungen für die Einrichtung von SmartEinzug'];https://smart-einzug.de/anleitungen/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;36;19;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;441;mixed;['Anleitungen für die Einrichtung von SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/anleitungen/erster-lastschrifteinzug/;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Erster Lastschrifteinzug mit SmartEinzug: Anleitung;51;Vom Firmenaccount zum ersten SEPA-Einzug: IBAN und Mandat erfassen, Rechnung vormerken oder terminieren, Status prüfen, Rücklastschrift klären, Journal exportieren.;164;['Vom Firmenaccount zum ersten Lastschrifteinzug'];https://smart-einzug.de/anleitungen/erster-lastschrifteinzug/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;6;21;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1979;mixed;['Vom Firmenaccount zum ersten Lastschrifteinzug'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/anleitungen/lexware-office-verbinden/;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Lexware Office mit SmartEinzug verbinden: Anleitung;51;Schritt für Schritt: API-Schlüssel der Lexware Office Public API erzeugen, in SmartEinzug hinterlegen, Verbindung prüfen und die erste Synchronisation starten.;159;['Lexware Office mit SmartEinzug verbinden'];https://smart-einzug.de/anleitungen/lexware-office-verbinden/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;10;17;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;985;mixed;['Lexware Office mit SmartEinzug verbinden'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/anleitungen/stripe-verbinden/;keyword_landingpage;de;unknown (statische Datei vorhanden);yes;Stripe-Konto und Webhook in SmartEinzug einrichten;50;Anleitung: Stripe-Konto per Secret Key oder eingeschränktem Schlüssel verbinden, Test- und Livemodus unterscheiden, Webhook mit sieben Ereignissen einrichten.;158;['Eigenes Stripe-Konto mit SmartEinzug verbinden'];https://smart-einzug.de/anleitungen/stripe-verbinden/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;6;16;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1120;mixed;['Eigenes Stripe-Konto mit SmartEinzug verbinden'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/datenschutz/;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Datenschutzerklärung | SmartEinzug;34;Datenschutz von SmartEinzug: Verantwortlicher, Hosting, Kundenkonto, Zahlungsabwicklung über das eigene Stripe-Konto und Betroffenenrechte.;139;['Datenschutzerklärung'];https://smart-einzug.de/datenschutz/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;67;12;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1267;mixed;['Datenschutzerklärung'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/funktionen/;produktseite;de;unknown (statische Datei vorhanden);yes;Funktionen von SmartEinzug;26;SmartEinzug: Rechnungsabgleich mit Lexware Office, SEPA-Mandatsverwaltung, Einzug über das eigene Stripe-Konto und automatische Statusrückmeldung.;146;['SmartEinzug im Überblick: alle Funktionen'];https://smart-einzug.de/funktionen/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;30;13;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;327;mixed;['SmartEinzug im Überblick: alle Funktionen'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/hilfe/;produktseite;de;unknown (statische Datei vorhanden);yes;Hilfe zu SmartEinzug;20;Hilfe-Übersicht zu SmartEinzug: Schnellstart in fünf Schritten, Integrationen, Funktionen, Preise, häufige Fragen und Kontaktmöglichkeiten.;139;['Hilfe und Anleitungen zu SmartEinzug'];https://smart-einzug.de/hilfe/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;43;14;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;468;mixed;['Hilfe und Anleitungen zu SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/impressum/;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Impressum | SmartEinzug;23;Impressum von SmartEinzug: Anbieterkennzeichnung der Müller Holding AG, Registereintrag, Kontaktdaten sowie Hinweise zu genannten Marken wie Lexware Office.;156;['Impressum'];https://smart-einzug.de/impressum/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;36;13;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;183;mixed;['Impressum'];siehe docs/seo/keyword-map.json;LOW:wenig Text
https://smart-einzug.de/integrationen/;integration;de;unknown (statische Datei vorhanden);yes;Integrationen von SmartEinzug;29;Integrationen von SmartEinzug: Lexware Office verfügbar, sevdesk in Vorbereitung. Ein Buchhaltungssystem je Firmenaccount, mehrere Firmen mit einem Benutzerkonto.;162;['Integrationen von SmartEinzug'];https://smart-einzug.de/integrationen/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;30;16;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;507;mixed;['Integrationen von SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/integrationen/lexware-office/;integration;de;unknown (statische Datei vorhanden);yes;Lexware-Office-Integration von SmartEinzug;42;Lexware-Office-Integration von SmartEinzug: welche Rechnungs- und Kundendaten die Public API liefert, wie oft synchronisiert wird und welche Voraussetzungen gelten.;164;['Lexware-Office-Integration von SmartEinzug'];https://smart-einzug.de/integrationen/lexware-office/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;5;15;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;641;mixed;['Lexware-Office-Integration von SmartEinzug'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/integrationen/sevdesk/;integration;de;unknown (statische Datei vorhanden);yes;sevdesk SEPA-Lastschrift: Rechnungen per Stripe einziehen;57;SEPA-Lastschrift für sevdesk-Rechnungen: SmartEinzug plant die sevdesk-Anbindung mit Einzug über Ihr eigenes Stripe-Konto. Start Ende September 2026 geplant.;157;['sevdesk-Rechnungen künftig per SEPA-Lastschrift einziehen.'];https://smart-einzug.de/integrationen/sevdesk/;yes;(keine);(keine, einsprachig de);Answer|BreadcrumbList|FAQPage|ListItem|Question;12;16;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;1941;mixed;['sevdesk-Rechnungen künftig per SEPA-Lastschrift einziehen.'];siehe docs/seo/keyword-map.json;keine
https://smart-einzug.de/kontakt/;rechtliches_kontakt;de;unknown (statische Datei vorhanden);yes;Kontakt zu SmartEinzug;22;Kontakt zu SmartEinzug: Fragen zu Einrichtung, Integrationen, Preisen oder Ihrem Firmenaccount per E-Mail an die Müller Holding AG.;131;['Kontakt zu SmartEinzug'];https://smart-einzug.de/kontakt/;yes;(keine);(keine, einsprachig de);BreadcrumbList|ListItem;30;13;2;0;Text (H1 im Hero) oder Kopfzeilenlogo;static HTML;68;mixed;['Kontakt zu SmartEinzug'];siehe docs/seo/keyword-map.json;LOW:wenig Text
